,id,name,borough,PHONE,description,latitude,longitude
297501,50043255,GOLDEN HING,Brooklyn,7183992848,,40.687744367091,-73.954794164038
297536,50105720,LE PAIN QUOTIDIEN,Manhattan,2122532324,,40.732407874592,-73.99624384325
297544,50105225,VELVETTE BREW,Brooklyn,9177022977,,40.673899040186,-73.982342503498
297565,50106354,STEAM GRILL HALAL FOOD,Queens,7182246030,,40.729011078278,-73.745853255794
297622,50104712,LOS 3 CHARROS MEXICAN RESTAURANT,Manhattan,6466780891,,40.800017375214,-73.951152680758
297817,50106775,BKLYN BLEND,Brooklyn,9173857393,,40.664624235798996,-73.894869991903
297858,41230254,BKNY THAI RESTAURANT,Queens,7182811900,,40.752964526251,-73.780321050265
297885,50106503,CUP OF LOVE,Brooklyn,7183147554,,40.706942484266,-73.939488107085
298016,50107213,YUMMY TACO HIBACHI EXPRESS RESTAURANT,Queens,6463841799,,40.726087874209995,-73.79067803606
298098,50095837,C. DI PALO LATTICINI FRESCHI,Manhattan,6464762014,,40.719213788553,-73.996421357339
298151,50093601,REN WEN NOODLE FACTORY,Queens,3473422230,,40.721633544,-73.844445947634
298350,50079885,LOS MOCANOS JUICE BAR & GRILL,Bronx,9292599255,,40.846309211173,-73.89303115881799
298388,40589507,CONNECTICUT MUFFIN,Brooklyn,7189652067,,40.660814323358004,-73.980129315998
298464,50089807,"SUSHI OF GARI, UPPER EAST SIDE",Manhattan,6465733129,,40.771489118158996,-73.952823614811
298523,50079017,ELOISE,Queens,7184409493,,40.75860529358,-73.892021071721
298567,50107335,EL CANGREJAL RESTAURANT,Queens,7186512425,,40.752573536374,-73.867047175727
298606,50064037,STARBUCKS COFFEE #48170,Brooklyn,9292149558,,40.669478079688,-73.989452348555
298635,50102654,EL GRAN VALLE,Bronx,3475122404,,40.876316747524,-73.848530429465
298636,41596558,DUNKIN,Brooklyn,7182828800,,40.6412978124,-73.964205075067
298739,50099664,Un Posto Italiano,Brooklyn,7186388500,,40.672221011668,-73.976888658323
298750,41443528,MMM THATS A WRAP,Queens,7184289727,,40.758817971529005,-73.76856664015
298774,50102608,DUNKIN DONUTS,Queens,718 296 4295,,40.671908650294,-73.856674964145
298835,40403768,CLEARY GOTTLIEB,Manhattan,2122253950,,40.709422716852,-74.011102256001
298846,50102988,JOE'S STEAM RICE ROLL,Queens,3473796961,,40.759791642744005,-73.829242612573
298931,50097999,BAGEL EXPRESS II,Manhattan,2128793960,,40.763985568121,-73.961864623756
298948,50082520,GEORGIAN CUISINE,Brooklyn,7183335363,,40.625541627266,-74.030195485746
298976,50102858,ALADDIN GRILL RICE,Manhattan,2122560701,,40.85067595320999,-73.93752782514301
299051,40995737,FLAVORS CAFE,Manhattan,2124802561,,40.70669208986,-74.005208251591
299087,50101888,FRESH BOWL - JP MORGAN CHASE EMPLOYEE LOUNGE,Manhattan,9172256067,,40.755730651042,-73.97715194094201
299148,50088906,MAGGY'S PIZZA,Bronx,3475771994,,40.815291865115,-73.900212741351
299278,50109519,RICE & MISO,Manhattan,6467124963,,40.717149593435,-73.993477837926
299359,50088356,SAMA STREET,Brooklyn,9292763140,,40.732783249517,-73.954676893506
299365,50091369,TEA I Y,Manhattan,6464575651,,40.717048101701,-73.994736825267
299515,50077869,A & A NUTRITION,Queens,9175269696,,40.708612497954,-73.818412749134
299533,50104869,UPTOWN POKE,Manhattan,2127871123,,40.786639066190006,-73.975787104533
299534,50099976,3 LIFE JUICE BAR,Queens,3476180399,,40.775075611041004,-73.909978376241
299587,50087558,YI JI SHI MO NOODLE,Manhattan,6462336311,,40.718206442913,-73.995945228506
299825,50098821,LAS DELICIAS AT CHELSEA MARKET,Manhattan,9173790371,,40.741869040229,-74.004713006739
299828,50101022,YIFANG,Manhattan,6466436935,,40.740772794946,-73.983533618177
299944,50109191,Brooklyn Bites,Brooklyn,9177548119,,40.692495174621,-73.915329897959
300038,50097927,Mi Tea,Queens,7189099230,,40.72062077539,-73.844484396405
300173,50076821,Dive 106,Manhattan,9179652840,,40.800579800343,-73.96561443277601
300265,50069152,MAYAHUEL,Manhattan,2122535888,,40.72720873499,-73.988119062934
300286,50097418,MERCY MANHATTAN CAFE,Manhattan,6315678200,,40.749350589717004,-73.986721970414
300321,41354251,SOHO 54,Manhattan,2122266288,,40.723684941896,-74.00542604945
300362,50104718,THE WAY CAFE,Bronx,3478732955,,40.827953836618,-73.850126066917
300382,50102852,SINGAS FAMOUS PIZZA,Queens,9176901465,,40.751584039083,-73.870640378362
300495,50107614,YVES GARDEN CAFE,Brooklyn,6468649196,,40.638644284589,-73.951173980611
300529,41260314,RED KARAOKE LOUNGE,Brooklyn,7183824488,,40.598829538582,-73.961235520833
300655,50086165,SHAKE SHACK,Manhattan,6467470038,,40.806515672405,-73.94249293456299
300822,50104788,LOULOU,Manhattan,9172925624,,40.742741971093004,-74.000328399123
300831,50106299,THE BROCCOLI BAR,Brooklyn,6469124374,,40.686207819257,-73.97422277771
300979,50104890,JUMP DESIGN GROUP,Manhattan,2128693300,,40.72023978634,-73.988257397272
301067,50103429,MARILU & DAYSI RESTAURANT,Manhattan,2127956909,,40.845121944479,-73.934984938786
301170,50087201,NO. 1 CHINESE RESTAURANT,Brooklyn,7187699750,,40.599730191237995,-73.94826411259
301202,50014233,Q'KACHAPA,Manhattan,2129282898,,40.853408551202996,-73.930722175947
301205,50089677,"COMPASS GROUP USA, INC.",Manhattan,7043285090,,40.752657298369,-73.98146974692
301274,50093325,& PIZZA,Manhattan,2027596788,,40.705835523582,-74.008515597925
301276,50104889,DON PEPE TORTAS Y JUGOS,Brooklyn,7184353326,,40.651148862469,-74.004036265064
301280,50107309,FLAMBE CATERING,Brooklyn,9179395101,,40.651251335263,-73.917995208359
301321,50094087,FU LAI NO. 1 RESTAURANT,Brooklyn,7188333853,,40.62804535989,-74.013070072304
301393,50107555,HUTAOLI MUSIC RESTAURANT & BAR,Manhattan,9172262858,,40.748598563934,-73.98706137628899
301435,50102243,BNY MELLON EXECUTIVE DINNING ROOM,Manhattan,2126358554,,40.714047602658,-74.011611647628
301658,50101461,NIXTAMAL AT MARKET,Manhattan,9176004732,,40.718502330547,-73.988084546292
301688,41702078,SAKURA TOKYO II,Brooklyn,7184888838,,40.693209270476,-73.972225892421
301755,50083552,CARIBBEAN FLAVA II,Brooklyn,7187584543,,40.66192703652,-73.89289905051
301773,50095947,AMY THAI BISTRO,Brooklyn,7184621555,,40.660636361792,-73.96062998266501
301827,50105839,AREITO LOUNGE AND GRILL,Bronx,9172021297,,40.862692089393,-73.895539043955
301848,50109400,MANGU PATIO,Queens,9173638966,,40.784221257944004,-73.845628027533
301882,50094858,METRO PIZZA,Staten Island,7188122967,,40.626355140625,-74.13044527592399
301926,50093700,WIN SON BAKERY,Brooklyn,9178336054,,40.707152967409996,-73.943163293674
301984,50109196,CHICKEN STOP,Brooklyn,9176097474,,40.689809812395,-73.978328506571
302019,50098085,EL GRAN COFFEE SHOP,Queens,9175397083,,40.748031493061,-73.87998758385899
302060,50101473,LI GARDEN,Queens,7186311188,,40.766329866877,-73.772417658896
302234,41070633,APPLEBEE'S,Queens,7182717999,,40.733840182011,-73.871577033806
302249,50080365,Cecil Mentins,Manhattan,2128661262,,40.80468379555,-73.951980038317
302448,50069648,BEARD PAPA'S AND NATURAL CREAM PUFFS,Queens,9293416668,,40.757688085016,-73.834128206733
302468,41696687,BRITTANYA 54TH AT AMERITANIA HOTEL,Manhattan,2122475000,,40.764147063995,-73.982784168177
302482,50082836,CHINA KING,Queens,7189978000,,40.726485102173,-73.851834389039
302554,50108185,DUNKIN,Brooklyn,9174405842,,40.608895097682,-73.972135052022
302665,50101937,CITY DELI & CAFE,Queens,7186836630,,40.699919507342,-73.907847854684
302772,50102756,DUFFY'S,Staten Island,718 447 9276,,40.629743669867004,-74.110813872755
302799,50101449,FILLIPPO'S CUCINA,Brooklyn,3475262069,,40.675014778231,-73.99944841929
302870,50109810,KENNEDY CHICKEN & SANDWICHES,Bronx,9176609371,,40.86809242206,-73.900259749559
303215,50086033,SOFIA'S TAQUERIA,Staten Island,9293082324,,40.618692742536,-74.069512349538
303227,41325827,COMPASS GROUP,Manhattan,6468550762,,40.755174607232,-73.983880161752
303302,50085805,Bar Veloce,Manhattan,9178341687,,40.785368438093,-73.976715621346
303355,50096187,MAC'S PUBLIC HOUSE,Staten Island,7183606739,,40.579058246251,-74.10811232191101
303550,50095986,Godiva,Manhattan,6109886029,,40.711829780109,-74.01208739719
303689,40868904,MCDONALD'S,Bronx,7186170329,,40.816766953624004,-73.892377940876
303724,50044603,CASA NONNA PIZZA,Manhattan,2124656302,,40.750654836632,-73.991944239076
303762,50088181,PRONTO PIZZA,Queens,7185209018,,40.734333440156,-73.873326118685
303805,50088279,KAM HING BAKERY COFFEE SHOP,Brooklyn,2127290565,,40.633664104847,-74.011442684144
303809,50087862,CHIP LIC,Queens,3478087700,,40.750159589987994,-73.940946511455
303840,50067502,DUNKIN BASKIN ROBINS,Manhattan,6465979456,,40.798486677571,-73.941293550854
303904,50081391,KAIKAGETSU NYC,Manhattan,6465903900,,40.721030326764996,-73.98872985323399
303956,50106322,CAFE UNICORN GLOW,Queens,9173742108,,40.764400017632,-73.82553775605699
304006,41610725,COCO FRESH TEA & JUICE,Queens,7183218566,,40.760045856989,-73.830386242617
304012,50099145,MAX BRENNER,Manhattan,9082006191,,40.754068239421,-73.982321170752
304062,40661017,HAIROS NIGHT CLUB,Queens,7185076158,,40.747555957239,-73.884665768248
304137,50108462,The Mac Shack,Brooklyn,3476955673,,40.681851895564,-73.928856784586
304208,50055248,BELLE,Manhattan,5856872821,,40.817332569431,-73.94220536244501
304281,50106647,SILKY KITCHEN,Manhattan,6463603442,,40.757875387666004,-73.983439133855
304293,50102443,JOBITO BRONX RESTAURANT,Bronx,3474802725,,40.852909676108,-73.908177293167
304356,50080553,TROPILYZ B RESTAURANT,Bronx,7186187836,,40.861546660616,-73.897616006833
304376,50088579,BUDS AND BEANS CAFE,Brooklyn,9176362980,,40.679745084636004,-73.968121411642
304469,50101337,WING WORLD,Staten Island,7325350377,,40.605417437802,-74.12086067441
304551,50101797,Dreamers Coffee,Manhattan,3474815351,,40.712941949496,-73.995231331932
304585,50068912,ROEY'S,Manhattan,6468641200,,40.735907507698,-74.000847976346
304613,50072533,ROOTS CAFE,Brooklyn,3155296536,,40.662934718388,-73.991753024589
304624,50094040,GUSTALY,Manhattan,6465599929,,40.765204425081,-73.98767544844699
304629,50087323,YANG FUN GARDEN,Manhattan,2127810055,,40.855355797082,-73.93766439425
304637,41592830,SUBWAY,Manhattan,2125945900,,40.760363300205,-73.997213280737
304663,50092549,LILI AND CATA,Brooklyn,9178879589,,40.729806518357,-73.958204018895
304705,50073322,THE CIRCUS SPORTS LOUNGE,Brooklyn,6466280337,,40.610901550693995,-73.962561085999
304779,41298877,POPEYES,Queens,7187368310,,40.713676209805,-73.754774883385
304820,50101986,DUNKIN,Manhattan,3478693042,,40.758605463649,-73.983233201904
304843,50098945,DIOS PROVEEDOR BAKERY,Manhattan,2127957469,,40.845570157021,-73.936451938329
304886,50109766,HOKKAIDO BAKED CHEESE TART,Queens,6466430589,,40.709838999586,-73.86835190628
304998,50099820,LISA'S CAKES,Queens,7187305333,,40.761002727991,-73.803887991472
305041,50099402,A MIX 47,Brooklyn,7183882896,,40.618782796799,-73.929630267213
305140,50089195,DUNKIN,Manhattan,2125325003,,40.744966694264996,-73.982864930633
305157,50105576,CHILANGO TACO,Brooklyn,3472214486,,40.645184432251,-73.995376729125
305192,50096299,SVETA,Manhattan,3474186754,,40.729756414044,-74.004253921155
305253,50095033,RIVER THAI & BEYOND,Manhattan,6464908290,,40.826795763667,-73.94647171439901
305405,40748671,FLUSHING MEADOWS PITCH AND PUTT,Queens,7182718182,,40.754730997755,-73.845216578398
305483,41149243,FULTON CAFE,Bronx,7185892233,,40.805247646794,-73.876412711996
305543,50103452,CRACK N PEEL,Manhattan,9179717194,,40.861022449888,-73.92632894516
305632,50105567,No.1 RESTAURANT,Queens,6513543875,,40.757750384856,-73.862578944185
305633,50107282,SOPHIE'S,Manhattan,2122608887,,40.743677641619,-73.973594172604
305689,50104419,SOLEDAD 4160,Manhattan,2128371378,,40.847001113536,-73.938192735984
305784,50086624,MY FRIEND DUKE,Manhattan,6464550684,,40.741626040128004,-73.981093911115
305934,50098928,S'MORES N'MORE,Manhattan,6467786131,,40.754068239421,-73.982321170752
305995,41693205,M & O BAGELS,Queens,7183233100,,40.683952391992,-73.847883782115
306004,50102254,NISI,Manhattan,6466698103,,40.759884925426995,-73.986275867497
306007,50075669,SUGAR BOY BAKERY II,Bronx,7189751965,,40.879310995345,-73.904520849342
306012,50095474,EL JEFFE PARK,Brooklyn,3476570404,,40.655275873209,-73.96082056799
306208,50106713,LA CARRETA RESTAURANT,Brooklyn,9174409641,,40.645614755923,-74.012666330777
306213,41446057,ROBERT,Manhattan,2122997730,,40.767693163031,-73.98195652618101
306220,50094769,NAMASTE,Queens,3478080000,,40.753034381611,-73.87162651164199
306302,50104795,LEVAIN BAKERY,Manhattan,9174643782,,40.781647067212,-73.979403436095
306311,50049945,NEW SUKI SUSHI,Brooklyn,7182382323,,40.619065946066996,-74.032865280591
306403,50050992,TACOSSSSSSS,Brooklyn,7182773780,,40.684207620456,-73.870173055804
306462,50097274,YUMI DELICACIES INC,Brooklyn,3476107995,,40.633499882484,-74.004950317739
306550,50105131,Dannys Pizzeria & Restaurant,Queens,9179575795,,40.722080765193,-73.90446557701199
306596,50100728,B. ON TOP,Manhattan,7327423406,,40.740106844318,-74.005961470456
306675,50044957,ANNIE 88 EXPRESS,Brooklyn,7183638383,,40.667881478822,-73.950698301551
306755,50090711,NINJA SUSHI,Brooklyn,9294344361,,40.600817559107,-73.992012802414
306822,50107339,HONEYBRAINS,Manhattan,9173634154,,40.757995161366,-73.977577095311
306843,50107551,Zazzys,Manhattan,6465945909,,40.736643101745,-74.00115831244099
307014,50104270,BURGER CHIMI TROPICAL RESTAURANT,Bronx,7188427000,,40.821089210078,-73.891615796311
307035,40991543,BLUE JAVA COFFEE BAR - BUTLER LIBRARY,Manhattan,2128541972,,40.806236144809,-73.963729523583
307042,50107911,AREA 53,Brooklyn,7185221267,,40.70292261203,-73.984661054846
307101,50059766,Villanelle,Manhattan,9174166745,,40.734298904961,-73.993681827236
307234,50100706,BLUE BOTTLE COFFEE,Manhattan,5106533394,,40.762598290493,-73.978459955773
307235,41514447,EL PAISANO PIZZERIA,Bronx,7188236318,,40.832212231957996,-73.82757081744799
307238,50101120,CHOW DOWN,Staten Island,7184483000,,40.559287141033,-74.16950158007
307306,50099824,INDIA HOUSE,Brooklyn,7188577011,,40.678687221703,-73.949677192308
307350,50099907,AMA RAW BAR,Manhattan,5165326518,,40.72790737121,-73.979153119564
307388,50108118,POPEYES,Queens,3477017760,,40.729416380764,-73.86275666607
307396,50102757,PARAMJIT KAUR,Brooklyn,6462884496,,40.675801377581,-73.941603851048
307397,50106065,CALAVERAS CORNER,Manhattan,6464907838,,40.800491987865,-73.965679492956
307405,50104160,SUNDAY TO SUNDAY,Manhattan,6314554353,,40.717975543539,-73.990295998751
307416,50087675,POPEYES,Queens,7184135947,,40.666438335113,-73.757288640388
307426,50099558,HUMAN CHINESE RESTAURANT,Queens,2123616164,,40.76156969425,-73.931327050967
307439,50107683,DUNKIN DONUTS,Queens,7183317581,,40.704790696558,-73.79652314766
307514,50088912,"DAVIDOVICH BAKERY, BLUEMOON HOTEL",Manhattan,7322167555,,40.718551919388,-73.990000102235
307571,50100654,STARBUCKS COFFEE #60721,Manhattan,6468193772,,40.751607280843004,-73.992120977375
307677,50093228,BARNARD COLLEGE - DIANA'S CENTER CAFE,Manhattan,7043285090,,40.809079508098,-73.963121086165
307719,50082993,MIAS BAKERY TIMES SQUARE,Manhattan,9172614437,,40.759632157978004,-73.984326681643
307726,50101763,THE BEAN,Manhattan,9172614364,,40.730203399531,-73.989395794328
307741,50101380,ARETE NOODLES,Queens,6465152889,,40.758469213473,-73.829610589843
307760,50101531,"152 LOLOS CHICKEN SHACK, LLC",Manhattan,6465418940,,40.761997729789,-73.98156821350601
307766,40549269,BLUE & GRAY INN,Staten Island,9178466472,,40.634736867529995,-74.11036462515099
307912,50100738,KINGS OF NYC SLICE,Brooklyn,7186847944,,40.690695897342,-73.95713241954999
307913,50106069,FRANCESCO'S,Bronx,9176595486,,40.806663356354,-73.927057612434
307915,50102137,NEW TOP TACO & CHINA,Brooklyn,7189347751,,40.586502086996,-73.952349947003
308042,50099298,SABOR BORINQUENO,Manhattan,9179410530,,40.791854638775,-73.945391199892
308060,50108767,Simba Mix,Manhattan,9174967943,,40.709922345154,-74.010240267036
308191,41350559,"BURGER KING, POPEYES",Bronx,7188223678,,40.837753747887,-73.85975679257399
308308,50071576,RICHARD'S HALL AND LOUNGE,Brooklyn,7189757550,,40.637266587047,-73.897449811104
308605,50105110,L'Wren BK INC,Brooklyn,2734010,,40.650605374682,-74.004602025302
308797,50077087,RANO'S CHICKEN BURGERS,Manhattan,2124231011,,40.789145844134005,-73.940424271425
308902,50086106,PIZZA EXPRESS 2,Brooklyn,7182532600,,40.624404886364005,-73.946245603165
308918,50104674,STARBUCKS CORPORATION,Queens,2126159700,,40.74696042448,-73.89034739119
308933,50106583,SILLY GOOSE TEA - DISTRIKT CAFE,Manhattan,9173551764,,40.754892605205,-73.990135393966
308973,50098358,Chen's Diner,Queens,9294267335,,40.599847600592,-73.76153599837
309005,50097421,LIME HOUSE,Manhattan,7182497645,,40.719315283305,-74.005191204297
309034,50091058,MODERN REMEDIES LLC,Brooklyn,7182522818,,40.615431445163004,-73.94469324606999
309037,50107442,Double Chicken Please,Manhattan,2127771069,,40.719457713566,-73.990241669375
309061,50059108,WENDY'S,Queens,7184581921,,40.747468223462,-73.893277093731
309082,50091657,CHICKEN NOODLE & FEN,Queens,3479198888,,40.741617107084,-73.882767073715
309115,50064820,LA VECINA,Queens,7187558942,,40.762314518125,-73.916287655308
309127,50082403,WILLOUGHBY'S CAFE,Brooklyn,9174163314,,40.693393253911,-73.988914847833
309217,50099249,TAKE YOUR HAND,Brooklyn,9176220032,,40.637100873877,-74.007865450533
309243,50104991,BONBERI MART,Manhattan,9176933743,,40.735660252553004,-74.007256485452
309282,41674679,WEST AFRICAN RESTAURANT,Bronx,3472715457,,40.831921550689,-73.902579933653
309319,50095615,EGGCELLENT,Queens,9179818872,,40.758862483838,-73.830129371732
309450,40655520,CASA,Manhattan,2123669410,,40.731416973114,-74.004856591274
309508,41585055,RIPPERS,Queens,9253303546,,40.584964147458,-73.810876546759
309519,50105307,ROCCO’S OF ROC BEACH COAL BRICK OVEN PIZZA BAR & RESTAURANT ITALIANO,Queens,5167813451,,40.580027252637,-73.836461117825
309597,50078074,BURGER KING,Queens,9174951640,,40.692980881432,-73.757508982838
309728,50107371,COCO CURRY,Manhattan,4122987150,,40.788732693517,-73.94882449092201
309763,50105261,LES AMIS CAFE,Queens,3478669997,,40.775756448444,-73.910154370696
309764,50066301,STARBUCKS,Brooklyn,6319536100,,40.692048674940004,-73.963957756723
309812,50108930,Nelore Grill,Manhattan,9177555913,,40.763618073898,-73.988834526509
309830,50096290,THE GUTHRIE INN,Manhattan,9179811100,,40.787435752033,-73.95189141233699
309867,50104738,CONTENTO,Manhattan,3476453265,,40.79626296917,-73.94594377073001
309928,50049891,NEW PEOPLE RESTAURANT,Brooklyn,7184930334,,40.679931994635,-73.941073836003
309936,50059983,XSPORT FITNESS,Bronx,3473381333,,40.864543043816,-73.829767997246
310022,50100867,GONG CHA,Manhattan,6142841775,,40.767990846042,-73.963959821686
310221,50095345,HONGDAE KOREAN RESTAURANT,Queens,7187538282,,40.762163836588996,-73.815519094853
310249,50008511,DUNKIN,Queens,7184741091,,40.594123662384,-73.788968880054
310268,50106378,SOUL FOOD,Queens,5165825651,,40.699374954985,-73.793290342752
310327,50105857,MARATHON COFFEE,Manhattan,6463346470,,40.744610844739,-73.991566039975
310470,50089097,TRUE FLAVORS,Queens,3472315240,,40.674259134082,-73.800430821799
310545,41693620,CIBO EXPRESS,Queens,9173308771,,40.774414029772004,-73.877293351848
310786,50102725,PRIME LIFE ADULT DAY CARE,Brooklyn,9292717989,,40.614467544448,-73.994899822652
310810,50088383,7 TERIYAKI SUSHI,Queens,9172936100,,40.700807697933,-73.82636841254501
310873,41534701,SUBWAY,Bronx,7189162238,,40.890826405359,-73.849318266857
310951,50095392,HOPE TO SEE YOU,Queens,7188881669,,40.759098909404,-73.83413911856499
310953,50096857,MISS AMERICAN PIE,Brooklyn,7187893747,,40.680474716833,-73.977715028663
310963,50084367,OLD TIMERS,Brooklyn,3472406444,,40.697039483932,-73.93473320876
311037,41609236,LUNG FONG RESTAURANT,Bronx,7182201332,,40.845305961244,-73.883118561144
311072,50104831,IZAKAYA JURAKU,Manhattan,6467893527,,40.719630481803,-73.988593004897
311115,50091409,BEEF BAR RESTAURANT,Queens,7182251886,,40.757473006999,-73.822462550372
311212,50102683,LAYALI LATINA,Queens,9292849479,,40.763500588547004,-73.909495913471
311260,50036244,MAMMA LORNA'S RESTAURANT,Bronx,3477367995,,40.869633846557,-73.842782284803
311315,50106141,Pasta By Hudson,Manhattan,9178540000,,40.742601942391,-73.99674127712
311513,50107300,BEPPE TRATTORIA,Manhattan,2125862403,,40.765607212932,-73.982375856421
311514,50103878,SUGARFISH BY SUSHI NOZAWA,Manhattan,3109805165,,40.765091155007,-73.982094413718
311515,50086057,ABURIYA KINNOSUKE,Manhattan,9172620938,,40.752471603080004,-73.97251148932399
311580,50086578,TUTI FRUTI BAKERY,Bronx,9177377584,,40.844216434959,-73.914427637334
311595,41688149,BROOKLYN BANGERS & DOGS,Brooklyn,9176186310,,40.683446896895,-73.975691312176
311656,50100796,THE BAGELNAITOR,Brooklyn,3474099556,,40.700628438593,-73.942746917798
311757,50093984,698 Cafe,Queens,7182107369,,40.759535331184004,-73.832253763433
311897,50102966,KIDS TOWN PLAY SPACE,Brooklyn,7187091495,,40.671830051346,-73.986564426313
311933,50105358,BLMPEE,Brooklyn,7188091100,,40.69224858418,-73.987930590467
312084,50103028,CHINA KING,Manhattan,2126798882,,40.738313482928,-73.983505359976
312217,50093708,CROWN FRIED CHICKEN,Queens,5163040092,,40.596002899376,-73.75411045850001
312224,50103447,PLAYA BOWL,Manhattan,9172315259,,40.756918006477,-73.972065672336
312245,50105565,NO. 1 CHINESE FOOD,Brooklyn,7184140917,,40.635893403945,-73.974761117323
312319,40948100,BLUE SKY BAKERY,Brooklyn,7187834123,,40.681191003158,-73.977206421621
312343,50099498,PICKLE ME PETE,Manhattan,5165313135,,40.754068239421,-73.982321170752
312391,50101039,NEW GARDEN RESTAURANT,Staten Island,7186689059,,40.58744782934,-74.103517495581
312423,50066606,CASA IMELDA,Brooklyn,9179090254,,40.712566121787,-73.964862833612
312462,50106164,YUZU KITCHEN,Manhattan,6468852966,,40.754710416461,-73.981703786697
312478,50102927,YUMMY ASIAN,Queens,6464007208,,40.760043566227004,-73.878323431748
312621,50087783,NORA'S PIZZA,Bronx,7186760500,,40.861919134285,-73.843317577905
312666,50038079,MAYHEM SANDWICHES,Manhattan,6467470805,,40.75450075314,-73.975950427165
312722,41117350,POPEYES,Queens,7184656812,,40.728245624374,-73.747248877692
312915,50100624,NOM WAH DELANCEY,Manhattan,6467634242,,40.718502330547,-73.988084546292
312922,50106684,TWO BRO YOGURT,Queens,2124330748,,40.754062431193,-73.891721665034
312971,50107582,SAUCED UP,Manhattan,6462871071,,40.726478735577004,-73.98921599442299
313039,50089307,PLADO,Manhattan,6468505151,,40.722336298190996,-73.984176748967
313155,50098546,KUN MING,Brooklyn,7186333090,,40.640378326774,-74.004457188285
313158,50058546,MR KING FOOD KITCHEN,Brooklyn,7189537000,,40.660446137747996,-73.939764727989
313169,50104830,STARBUCKS COFFEE,Brooklyn,2126159700,,40.655792792288,-74.008408271818
313276,50109367,PIZZA BURGER & FRID CHICKEN,Manhattan,2122282280,,40.729539653234,-74.000858719193
313292,50067652,ROYAL JERK,Brooklyn,7187086900,,40.660017546005,-73.88529707199899
313318,50097042,BUUNNI COFFEE,Manhattan,6467918454,,40.848609124306,-73.937446639149
313357,41481377,MADERA CUBAN GRILL,Queens,7186061236,,40.744678559994995,-73.95343813938001
313507,50102803,PAN RICO AMBATENO,Brooklyn,9179660460,,40.701717862146,-73.923494196871
313595,50087359,EGYPT FETEER FACTORY,Queens,6464270856,,40.761842680091,-73.916645623011
313778,50105076,BUGGING OUT 4 BURGERS,Queens,9178369024,,40.673095823665,-73.7754696274
313783,50102319,KRISPY KREME,Manhattan,2127768176,,40.751499715092,-73.986530249726
313828,41372047,THE HOG PIT NEW YORK CITY,Manhattan,2122134871,,40.744171548431,-73.989902411653
313932,50095041,Mad Morton,Manhattan,212 725 2353,,40.73127976366,-74.004120516916
313993,50107626,NEW 197 NO 1,Brooklyn,3474211645,,40.703547959735,-73.926676763087
314053,50106305,D&C ISLAND JERK RESTAURANT,Queens,6465935139,,40.694762253667,-73.751108706095
314165,50088434,HOMETOWN BAR-B-QUE,Brooklyn,9173595000,,40.656495580033,-74.006498188771
314169,50088993,GODIVA CAFE,Manhattan,2129809810,,40.756643578718,-73.972264312445
314270,41682864,JPMC CAFETERIA,Manhattan,2122722391,,40.755812976544,-73.97706528477299
314324,50069635,PP BOY JAPAN TERIYAKI AND SUSHI,Queens,7185232726,,40.705185303377,-73.799273888988
314329,40839257,"MCU PARK STAND #130, PREMIO SAUSAGE/ARANCINI/CHEESESTEAKS/MR. SOFTEE",Brooklyn,7182663164,,40.575062620406,-73.985878427577
314346,50105639,LE PAIN QUOTIDIEN,Manhattan,2126259009,,40.721382197962,-74.001710012121
314360,50095030,MARRAKECH,Brooklyn,6072707777,,40.610797235893,-73.962521526887
314383,50105487,SUSHI KAI,Brooklyn,6465758177,,40.640489799743,-73.970129221053
314636,50099226,FRIDA'S FAVORITES,Manhattan,9172884218,,40.754068239421,-73.982321170752
314652,50103814,MAYA TAQUERIA,Brooklyn,7183986292,,40.677582087478,-73.979673645442
314813,50087043,OUT OF OFFICE COFFEE,Brooklyn,7184074140,,40.708730402174,-73.96091887807201
314913,50100122,LOVE CAFFE ASTORIA,Queens,3474645324,,40.758290295728,-73.91955944641501
314949,50099089,BATESY'S,Queens,9177571131,,40.590383656047,-73.797197145674
314982,50084817,456 NEW SHANGHAI RESTAURANT,Manhattan,9172569153,,40.716167137274,-73.998171080067
315015,50108101,The Pizza Spot,Manhattan,2672695867,,40.800061779922,-73.94054810460301
315122,50104748,TALLGRASS BURGER,Manhattan,2122532990,,40.730496344655,-73.983168139519
315193,50081964,C Lounge Restaurant & Hookah Bar,Manhattan,9176393396,,40.721095183906,-73.981016782804
315250,50107660,AL VOLO,Queens,9295107004,,40.748426503546,-73.93876816236
315303,50104194,LA LONCHERA,Manhattan,9173701306,,40.822799786101996,-73.953625346356
315382,50088891,SEA WOLF,Brooklyn,__________,,40.709907503807,-73.96852534275699
315388,50103315,Lammy's Restaurant,Bronx,2123616164,,40.890826329512,-73.849260397316
315393,50099479,DOUGHNUTTERY,Manhattan,9179910564,,40.754068239421,-73.982321170752
315417,50099241,AGRA GRILL,Bronx,3473465228,,40.884573688216,-73.862261535148
315425,50086729,CARVEL,Staten Island,3472686223,,40.563656260163995,-74.132517811359
315430,50105765,Blue City Lounge,Queens,9178076306,,40.757801481484,-73.861701704318
315510,50102038,SAKAING CRAP,Manhattan,6172564211,,40.763338130521,-73.989061997437
315616,50077468,TASZO,Manhattan,9173659499,,40.850172855276,-73.931296671117
315689,41308050,RELISH CONCESSIONS (LASKER RINK),Manhattan,9174923856,,0.0,0.0
